URL,Title,Description,Content
https://www.theguardian.com/money/2023/mar/22/the-ultra-low-emission-zone-costg-me-an-ultra-high-fine,The ultralow emission zone cost me an ultrahigh fine,I was driving a compliant car on a visit from Germany and have been sent five penalty charge notices totalling more than 1700I live in Germany and came to London with my car to visit my daughter last May In January I received six penalty charge notices ,I live in Germany and came to London with my car to visit my daughter last May In January I received six penalty charge notices PCNs from Transport for London TfL each dated November 2022 thr 2440 chars
https://www.theguardian.com/world/2023/apr/09/ben-ferencz-last-surviving-nuremberg-prosecutor-dies-aged-103,Ben Ferencz last surviving Nuremberg prosecutor dies aged 103,At 27 years old he served as a prosecutor as Nazi defendants faced a series of trials for crimes against humanity including genocideBenjamin Ferencz the last surviving prosecutor from the Nuremberg trials in Germany that brought Nazi war criminals to justic,Benjamin Ferencz the last surviving prosecutor from the Nuremberg trials in Germany that brought Nazi war criminals to justice after the second world war and a longtime apostle of international crim 4610 chars
https://www.theguardian.com/football/2023/apr/06/gary-lineker-it-was-factually-accurate-to-call-refugee-policy-cruel,Gary Lineker it was factually accurate to call refugee policy cruel,Presenter stands by tweets likening home secretarys language to 1930s Germany after BBC impartiality rowAfter publicly criticising the governments asylum policy embroiling the BBC in an impartiality row and fomenting widespread disruption to sports progra,After publicly criticising the governments asylum policy embroiling the BBC in an impartiality row and fomenting widespread disruption to sports programming Gary Lineker has said it was factually a 2955 chars
https://www.theguardian.com/world/2023/mar/28/german-leopard-2-tanks-now-in-ukraine-berlin-confirms,German Leopard 2 tanks now in Ukraine Berlin confirms,Eighteen German vehicles handed over at border to bolster military supplies from Britain and EU countriesulliRussiaUkraine war  latest news updatesliulGermanys muchawaited shipment of 18 Leopard 2 battle tanks has arrived in Ukraine the German ,Germanys muchawaited shipment of 18 Leopard 2 battle tanks has arrived in Ukraine the German defence ministry has confirmed After months of prevaricating the Germany government announced in late 2559 chars
https://www.theguardian.com/football/2023/mar/23/these-boys-are-monsters-englands-under-20s-size-up-hectic-world-cup,It has not been easy Englands Under20s size up hectic World Cup  Andy Hunter,Preparations for this years tournament are fraught due to scheduling issues but England are embracing the challengeOn a wet and windy night in Manchester Ian Foster runs through an itinerary that is taking the head coach of England Under20s mens team to ,On a wet and windy night in Manchester Ian Foster runs through an itinerary that is taking the head coach of England Under20s mens team to Marbella and Bali over the next week Its tough at the top 5642 chars
https://www.theguardian.com/football/2023/mar/23/englands-under-20s-size-up-hectic-world-cup,It has not been easy Englands Under20s size up hectic World Cup  Andy Hunter,Preparations for this years tournament are fraught due to scheduling issues but England are embracing the challengeOn a wet and windy night in Manchester Ian Foster runs through an itinerary that is taking the head coach of England Under20s mens team to ,On a wet and windy night in Manchester Ian Foster runs through an itinerary that is taking the head coach of England Under20s mens team to Marbella and Bali over the next week Its tough at the top 5645 chars
https://www.theguardian.com/politics/2023/apr/10/german-punk-band-humiliated-after-being-refused-uk-entry-due-to-post-brexit-rules,German punk band humiliated after being refused UK entry due to postBrexit rules,Trigger Cut from Stuttgart were due to play seven venues in Britain but were turned away at CalaisA punk band from Germany say they were humiliated and degraded and after being refused entry to the UK for their British tour due to opaque and confusing p,A punk band from Germany say they were humiliated and degraded and after being refused entry to the UK for their British tour due to opaque and confusing postBrexit rule changes Trigger Cut a thr 4520 chars
https://www.theguardian.com/politics/2023/apr/08/french-and-german-tourists-turn-their-back-on-brexit-britain,French and German tourists turn their back on Brexit Britain,Industry leaders fear new entry restrictions and the UKs tarnished image among some Europeans have caused a decline in EU visitorsFrench and German tourists are beginning to avoid the UK tourism leaders fear because of postBrexit restrictions on travellin,French and German tourists are beginning to avoid the UK tourism leaders fear because of postBrexit restrictions on travelling with identity cards Since antiCovid measures ended across Europe l 5175 chars
https://www.theguardian.com/football/2023/mar/25/emile-smith-rowe-ends-goal-drought-to-help-young-lions-maul-france,Emile Smith Rowe ends goal drought to help Young Lions maul France,ulliArsenal forward on target for first time since June in 40 winliliNoni Madueke also scores in dazzling 24minute cameoliulEmile Smith Rowes first goal in nine months helped England Under21s continue their Euros countdown in style with a 4,Emile Smith Rowes first goal in nine months helped England Under21s continue their Euros countdown in style with a 40 thumping of France at the King Power Stadium The Arsenal forwards secondhalf 2000 chars
https://www.theguardian.com/football/audio/2023/mar/29/scotland-spain-france-wales-belgium-germany-football-weekly-podcast,Scotland stun Spain at Hampden and Belgium make history  Football Weekly,Max Rushden is joined by Philippe Auclair Jonathan Fadugba and Jim Burke look back at all the international actionRate review share on Apple Podcasts Soundcloud Audioboom Mixcloud Acast and Stitcher and join the conversation on Facebook Twitter and e,Rate review share on Apple Podcasts Soundcloud Audioboom Mixcloud Acast and Stitcher and join the conversation on Facebook Twitter and email Today Scotland beat Spain 20 to go top of thei 579 chars
https://www.theguardian.com/football/2023/mar/24/harry-kane-reels-in-rooney-for-england-goals-record-like-a-hunter-with-its-prey,Harry Kane reels in Rooney for England goals record like a hunter with its prey  David Hytner,The strikers milestone moment is a triumph of mentality as well as ability and the realisation of a childhood dreamIt is one of Harry Kanes most treasured possessions the shirt he wore for his England debut The European Championship qualifier against Li,It is one of Harry Kanes most treasured possessions the shirt he wore for his England debut The European Championship qualifier against Lithuania at Wembley 27 March 2015 The centreforwards scri 7021 chars
https://www.theguardian.com/commentisfree/2023/mar/30/hamburg-allied-bombing-king-charles-visit-uk-german,For Hamburg a city devastated by allied bombing King Charless visit is so much more than a photoop  Helene von Bismarck,UKGerman relations are long and complicated and not all symbolism is empty King Charles III will not only travel to Berlin during his state visit to Germany this week but also Hamburg the countrys second largest city and home to its biggest port Hamburg,King Charles III will not only travel to Berlin during his state visit to Germany this week but also Hamburg the countrys second largest city and home to its biggest port Hamburg is a trading hub  6526 chars
https://www.theguardian.com/business/2023/apr/02/uk-spending-on-refugees-is-a-classic-false-economy,UK spending on refugees is a classic false economy  Larry Elliott,The government is spending five times as much on refugees in the UK than it allocates in aid to AfricaDonald Trump never did manage to build the wall on Americas southern border Rishi Sunak may have no better luck stopping the small boats with his plan to p,Donald Trump never did manage to build the wall on Americas southern border Rishi Sunak may have no better luck stopping the small boats with his plan to put refugees on barges or send them to Rwand 5961 chars
https://www.theguardian.com/media/2023/mar/23/melanie-mcfadyean-obituary,Melanie McFadyean obituary,Campaigning journalist and lecturer who won the Bar Council legal reporting award for her coverage of joint enterprise lawThe outstanding characteristic of the journalist writer and lecturer Melanie McFadyean who has died of cancer aged 72 was fearlessnes,The outstanding characteristic of the journalist writer and lecturer Melanie McFadyean who has died of cancer aged 72 was fearlessness To this was added a wild sense of humour a generosity of s 5034 chars
https://www.theguardian.com/football/2023/apr/06/kelly-seals-it-as-england-win-on-penalties-after-brazil-comeback,Kelly seals glory again as England win Finalissima in penalty shootout,ulliFinalissima England 11 Brazil England win 42 on pensliliToone puts Lionesses ahead before late leveller at WembleyliulIt was deja vu at a jumping Wembley as Chloe Kelly scored the winner in the inaugural Finalissima this time in a pe,It was deja vu at a jumping Wembley as Chloe Kelly scored the winner in the inaugural Finalissima this time in a penalty shootout Kelly had been the hero last summer scoring the extratime winner 5745 chars
https://www.theguardian.com/football/2023/mar/27/steve-clarke-says-scotland-should-not-feel-they-are-the-underdog-against-spain,Steve Clarke tells Scotland to forget Euro 2024 playoff and take on Spain,ulliClarke We dont speak about playoff We want to qualify directliliLyndon Dykes will start and Scott McTominay likely for first XIliulTalk of Scotland qualifying for Euro 2024 via the playoff place they have already secured has been banis,Talk of Scotland qualifying for Euro 2024 via the playoff place they have already secured has been banished from the squad Steve Clarke has revealed with the head coach making clear the focus is on 3195 chars
https://www.theguardian.com/travel/2023/mar/25/berlin-welcomes-topless-female-swimmers-in-victory-for-activists,Berlin welcomes topless female swimmers in victory for activists,Gender equality campaigners celebrate rule change which affects indoor and outdoor poolsWhen a lifeguard asked police to remove Lotte Mies for bathing topless at her local indoor swimming pool in Berlin it was a move that would inadvertently trigger a rule c,When a lifeguard asked police to remove Lotte Mies for bathing topless at her local indoor swimming pool in Berlin it was a move that would inadvertently trigger a rule change allowing all women inc 5471 chars
https://www.theguardian.com/sport/blog/2023/mar/23/euro-2024-will-put-football-back-in-the-spotlight-and-boost-a-continents-self-belief,Euro 2024 will put football back in the spotlight and boost a continents selfbelief  Philipp Lahm,Europe needs to reflect on how fortunate it is to host a tournament in a democracy and create a spirit of optimismThe countdown to Euro 2024 is ticking The qualifiers begin on 23 March with Kazakhstan against Slovenia These will be the first international m,The countdown to Euro 2024 is ticking The qualifiers begin on 23 March with Kazakhstan against Slovenia These will be the first international matches after the World Cup which was attractive in sp 5078 chars
https://www.theguardian.com/football/2023/mar/27/gareth-southgate-needs-to-be-ruthless-in-england-selection-starting-with-harry-maguire,Southgate must be ruthless to elevate England  starting with Harry Maguire,The Manchester United defender is a fine team player but his lack of mobility will be exposed by the best at Germany 2024At times during the opening halfhour of Englands slowburn 20 defeat of Ukraine the only real football on show was that very modern kin,At times during the opening halfhour of Englands slowburn 20 defeat of Ukraine the only real football on show was that very modern kind of nonfootball the things that happen in the strange dead 7355 chars
https://www.theguardian.com/football/2023/mar/28/england-under-21s-slip-to-croatia-defeat-despite-morgan-gibbs-white-penalty,England Under21s slip to Croatia defeat despite Morgan GibbsWhite penalty,ulliCroatia youngsters pull off 21 victory at Craven CottageliliLee Carsley makes 10 changes after Englands win over FranceliulEngland Under21s slipped to a 21 defeat by Croatia in their final warmup match ahead of this summers European Ch,England Under21s slipped to a 21 defeat by Croatia in their final warmup match ahead of this summers European Championship Lee Carsleys side were bidding to sign off for Georgia with a fourth frie 2557 chars
https://www.theguardian.com/business/live/2023/apr/05/nearly-80-employers-pay-men-more-women-ubs-annual-meeting-credit-suisse-merger-business-live,Almost 80 of employers pay men more than women UK data shows  business live,Figure has worsened in recent years Swiss bank UBS faces investors at annual meeting over merger with Credit SuisseIn Germany factory orders rose 48 in February from January compared with a 05 gain in January On the year orders are still down by almo,German factory orders jump in February In Germany factory orders rose 48 in February from January compared with a 05 gain in January On the year orders are still down by almost 6 After a s 3595 chars
https://www.theguardian.com/football/2023/mar/23/evertons-holmgaard-twins-at-school-people-couldnt-see-the-difference,Evertons Holmgaard twins We know Merseyside derbies are special,After the first spell of their careers spent apart the Holmgaards have been reunited and are ready for a Goodison Park showdown with LiverpoolOnce the Holmgaard twins step on to a football pitch it becomes relatively easy to tell them apart While Sara is le,Once the Holmgaard twins step on to a football pitch it becomes relatively easy to tell them apart While Sara is leftfooted and plays in central defence Karen favours her right foot and anchors mi 5387 chars
https://www.theguardian.com/football/2023/mar/20/jonas-eidevall-tells-arsenal-women-to-have-no-fear-against-bayern-munich,Jonas Eidevall tells Arsenal Women to have no fear against Bayern Munich,ulliArsenal play Champions League quarterfinal first leg in MunichliliManager Eidevall draws confidence from other away resultsliulThe Arsenal Women manager Jonas Eidevall has told his players to take on Bayern Munich in the Champions League,The Arsenal Women manager Jonas Eidevall has told his players to take on Bayern Munich in the Champions League quarterfinal first leg at the Allianz Arena with respect but without fear The Gunne 2539 chars
https://www.theguardian.com/business/2023/apr/06/tui-reports-strong-demand-travel-covid-summer,Tui reports strong demand as travel approaches preCovid levels,Shares in package holiday operator jump 10 on expectations of a healthy summerThe package holiday operator Tui Group has enjoyed strong Easter bookings to sunshine destinations including the Canary Islands and the Mediterranean and expects a strong summer s,The package holiday operator Tui Group has enjoyed strong Easter bookings to sunshine destinations including the Canary Islands and the Mediterranean and expects a strong summer season as travel app 2816 chars
https://www.theguardian.com/commentisfree/2023/mar/22/the-guardian-view-on-europes-green-transition-moving-to-the-slow-lane,The Guardian view on Europes green transition moving to the slow lane  Editorial,Germanys rearguard defence of the combustion engine sends a disastrous signal in the race to meet net zero targetsGermanys probusiness Free Democratic party FDP has long been an uncompromising defender of the biggest domestic car industry in Europe A co,Germanys probusiness Free Democratic party FDP has long been an uncompromising defender of the biggest domestic car industry in Europe A couple of years ago it campaigned against proposals for a 3073 chars
https://www.theguardian.com/business/live/2023/mar/31/uk-national-accounts-gdp-growth-recession-house-prices-inflation-eurozone-us-pce-business-live,UK GDP national accounts and Nationwide house price index in focus  business live,Rolling coverage of the latest economic and financial newsA lot of people in government will be hoping dont get a downward revision to UK GDP this morning says Michael Hewson of CMC MarketsWhen the numbers were last adjusted the UK economy managed to avoid,Introduction UK GDP and Nationwide house price index in focus Good morning and welcome to our rolling coverage of business the financial markets and the world economy The UK economy is in focus 2772 chars
https://www.theguardian.com/world/2023/mar/22/germany-police-officer-shot-raids-reichsburger-movement,German officer shot during raids targeting Reichsbrger movement,One person held on suspicion of attempted murder after search of properties in farright investigationA German police officer has been shot and wounded during raids on properties across the country in an operation related to investigations of the farright Re,A German police officer has been shot and wounded during raids on properties across the country in an operation related to investigations of the farright Reichsbrger Citizens of the Reich movemen 1824 chars
https://www.theguardian.com/world/live/2023/mar/31/russia-ukraine-war-live-turkey-approves-finland-nato-bid-ukraine-marks-bucha-massacre-anniversary,RussiaUkraine war live Turkey approves Finland Nato bid Ukraine marks Bucha massacre anniversary,Turkey the last holdout on Finlands Nato bid has approved its membership Volodymyr Zelenskiy says past year has been most horrific in their entire lives for residents of Kyiv regionulliRussiaUkraine war at a glanceliul Continue reading,Welcome back to our continuing coverage of the war in Ukraine My name is Helen Sullivan and Ill be bringing you the latest developments as they happenFinland is a step closer to joining Nato after  4904 chars
https://www.theguardian.com/world/2023/mar/26/russia-accused-of-taking-belarus-nuclear-hostage-missile-deal-ukraine,Russia accused of taking Belarus nuclear hostage with deal to station missiles there,Ukraine says Putins deal to station tactical nuclear weapons in Belarus destabilises neighbourulliRussiaUkraine war  latest news updatesliulUkraine has accused Russia of destabilising Belarus and making its smaller neighbour into a nuclear hosta,Ukraine has accused Russia of destabilising Belarus and making its smaller neighbour into a nuclear hostage following Vladimir Putins announcement that Moscow has made a deal to station tactical nucl 5200 chars
https://www.theguardian.com/football/2023/mar/21/bayern-munich-arsenal-womens-champions-league-quarter-final-first-leg-match-report,Lea Schllers header gives Bayern Munich firstleg lead against Arsenal,Down but not out As 10 defeats go this was the vaguely encouraging kind for Arsenal who even in defeat will leave Germany with the knowledge that progress remains within their grasp Lea Schllers towering header was the difference between the sides here,Down but not out As 10 defeats go this was the vaguely encouraging kind for Arsenal who even in defeat will leave Germany with the knowledge that progress remains within their grasp Lea Schller 4705 chars
https://www.theguardian.com/environment/2023/mar/21/row-erupts-over-deep-sea-mining-as-world-races-to-finalise-vital-regulations,Row erupts over deepsea mining as world races to finalise vital regulations,Head of seabed authority accused of abandoning neutrality at critical point with first commercial application imminentMichael Lodge a British lawyer and the head of the UNaffiliated body responsible for governing mining in the high seas has been criticised,Michael Lodge a British lawyer and the head of the UNaffiliated body responsible for governing mining in the high seas has been criticised by diplomats who claim he has been pushing them to accele 5660 chars
https://www.theguardian.com/football/2023/mar/23/jurgen-klinsmann-reputation-on-the-line-as-he-dives-into-south-korea-job,Jrgen Klinsmanns reputation on the line as he dives into South Korea job,World Cup qualification in 2026 is an achievable goal but manager needs to do more than that to make his mark in AsiaAfter a career spent in Europe and North America Jrgen Klinsmann is now in Asia He announced his first South Korea squad this month at the ,After a career spent in Europe and North America Jrgen Klinsmann is now in Asia He announced his first South Korea squad this month at the countrys National Football Centre in Paju where buses pa 5599 chars
https://www.theguardian.com/tv-and-radio/2023/apr/07/transatlantic-review-netflix-gillian-jacobs-anna-winger,Transatlantic review  theres a faint whiff of Allo Allo to this wartime drama,The incredible true story of WWII resistance fighters battling the Nazis in France could be epic Instead its tonally confused with a light comical touch more suited to a Sunday ITV slotThe true story of the Emergency Rescue Committee is perfect TV drama ,The true story of the Emergency Rescue Committee is perfect TV drama fodder American activist journalist Varian Fry ran an office in a Marseille hotel in 1940 working with a ragtag band of resistan 5061 chars
https://www.theguardian.com/environment/2023/apr/07/when-it-comes-to-rubbish-we-cant-let-litterers-off-the-hook,When it comes to rubbish we cant let litterers off the hook  Letters,Readers respond to Leila Taheris article blaming littering on corporations and society rather than individualsLeila Taheris article is interesting and she is right up to a point I lead a litterpicking group but I will always defend litterers This is w,Leila Taheris article is interesting and she is right up to a point I lead a litterpicking group but I will always defend litterers This is why 3 April There is certainly far too much single 3696 chars
https://www.theguardian.com/sport/2023/mar/29/great-britain-davis-cup-showdown-australia-manchester-november,Great Britain set for Davis Cup showdown with Australia in Manchester,ulliLeon Smiths side also face France and Switzerland in SeptemberliliDefeat of Colombia 31 away in February opened way to FinalsliulGreat Britain will face last years runnersup Australia along with France and Switzerland in the group stage,Great Britain will face last years runnersup Australia along with France and Switzerland in the group stage of the Davis Cup Finals at Manchesters AO Arena in September Leon Smiths side qualified  1754 chars
https://www.theguardian.com/lifeandstyle/2023/apr/05/horny-britain-why-the-country-is-much-sexier-than-you-think,Horny Britain why the country is much sexier than you think,Far from its prudish reputation Britain has been been found to be the fourth horniest country in Europe But who comes firstName Horny BritainAge Continuously inhabited for about 12000 years Continue reading,Name Horny Britain Age Continuously inhabited for about 12000 years Appearance You can conjure your own mental image for this one Please Ive just eaten Too bad buddy I am here with one  2379 chars
https://www.theguardian.com/society/2023/mar/26/expanding-food-banks-is-no-substitute-for-tackling-poverty-charities-warn,Expanding food banks is no substitute for tackling poverty charities warn,Letter to the Observer signed by experts from around the world says proper government policies are neededA growing reliance on food banks across the world risks discouraging proper state policies to deal with poverty according to a joint warning issued by ,A growing reliance on food banks across the world risks discouraging proper state policies to deal with poverty according to a joint warning issued by academics and charities A letter to the Obser 2457 chars
https://www.theguardian.com/football/live/2023/mar/22/psg-v-wolfsburg-womens-champions-league-quarter-final-live-score-updates,PSG v Wolfsburg Womens Champions League quarterfinal  live,ulliChampions League firstleg updates 8pm GMT kickoffliliMoving the Goalposts this weeks edition and sign up tooliulLyon v ChelseaTheres another heavyweight quarterfinal taking place in France right now which you can follow with Luke Mc,Team news Diani returns Oberdorf fit to PSG rested a number of players for Saturdays Coupe de France semifinal win over Thonon Evian including Kadidiatou Diani and the captainemergency centreb 1941 chars
https://www.theguardian.com/world/commentisfree/2023/apr/04/putin-war-end-40s-soviet-era,Putin doesnt want the war to end  he wants to blast us back to the 40s Soviet era   Georgi Gospodinov,Populism and nationalism create their own version of the past and Russia is harking back to the glory days of WWIIulliGeorgi Gospodinov is the author of Time Shelter which has been longlisted for the 2023 Booker International prizeliulFour years a,Four years ago I wrote a novel in which the feeling that there was a deficit of future was so acute that every nation in Europe wanted to hold its own referendum on the past Until then referendums 9228 chars
https://www.theguardian.com/football/blog/2023/apr/01/tottenham-beware-nagelsman-has-reached-a-crisis-point-in-his-career,Tottenham beware Nagelsmann has reached a crisis point in his career  Jonathan Wilson,Spurs need a hungry manager on the way up rather than one  no matter how young  fighting for relevanceIf only Julian Nagelsmann had never become manager of Bayern Munich the world might have believed he would be a very good manager of Bayern Munich It wa,If only Julian Nagelsmann had never become manager of Bayern Munich the world might have believed he would be a very good manager of Bayern Munich It was a job to which he had seemed destined since 6468 chars
https://www.theguardian.com/commentisfree/2023/apr/03/long-arm-of-the-law-trump-putin-lawrence-douglas,Is the long arm of the law finally catching up to Trump and Putin  Lawrence Douglas,These two men find themselves in the clutches of the very systems of justice that they believed they could flaunt with impunityLets not ignore the poetic justice on 17 March the international criminal court ICC issued an arrest warrant for Vladimir Putin,Lets not ignore the poetic justice on 17 March the international criminal court ICC issued an arrest warrant for Vladimir Putin a scant two weeks later a grand jury in New York voted to indict  4943 chars
https://www.theguardian.com/business/2023/apr/04/chris-brownridge-behind-the-wheel-of-a-greener-image-for-bmw,Chris Brownridge behind the wheel of a greener image for BMW,The chief exec of the German marques UK arm grew up a petrolhead but says hes now more fired up about electric cars and finding sustainable ways to make themWhen as a child in the 1980s Chris Brownridge first admired his grandfathers BMW saloon the bu,When as a child in the 1980s Chris Brownridge first admired his grandfathers BMW saloon the business of selling cars was a fairly straightforward exchange of cash for a vehicle But when he joined 6635 chars
https://www.theguardian.com/science/2023/mar/28/scientists-old-master-artists-egg-tempera-oil-paintings,Scientists gain insights into Old Master artists use of egg in oil paintings,Egg tempera is used for modification and finetuning of paint properties research findsIt pays to go to work on an egg when painting with oils researchers have found as the addition of yolk can prevent wrinkling yellowing and problems with humidityThe us,It pays to go to work on an egg when painting with oils researchers have found as the addition of yolk can prevent wrinkling yellowing and problems with humidity The use of egg as a binding medi 3446 chars
https://www.theguardian.com/football/2023/apr/04/england-lauren-hemp-lucy-parker-blue-shorts-womens-world-cup,England pair Lauren Hemp and Lucy Parker praise switch to blue shorts,ulliKit change lets players on their periods feel more comfortableliliHemp hails massive step in the right direction before World CupliulEnglands Lauren Hemp and Lucy Parker have praised the decision to swap the teams white shorts for navy ,Englands Lauren Hemp and Lucy Parker have praised the decision to swap the teams white shorts for navy ones to make players on their periods more comfortable after the launch of the Lionesses kit fo 2773 chars
